#Table: J/PASP/110/863/m0v.dat.gz (cdsarc.u-strasbg.fr)
---------------------------------------------------------
 lambda|    nflam|  sdnflam|      fsv|       fg|       fd
 3065.0| 0.012296| 0.000000| 0.012296| 0.000000| 0.000000
 3070.0| 0.012912| 0.000000| 0.012912| 0.000000| 0.000000
 3075.0| 0.013572| 0.000000| 0.013572| 0.000000| 0.000000
 3080.0| 0.014276| 0.000000| 0.014276| 0.000000| 0.000000
 3085.0| 0.015024| 0.000000| 0.015024| 0.000000| 0.000000
 3090.0| 0.015816| 0.000000| 0.015816| 0.000000| 0.000000
 3095.0| 0.016653| 0.000000| 0.016653| 0.000000| 0.000000
 3100.0| 0.017532| 0.000000| 0.017532| 0.000000| 0.000000
 3105.0| 0.018457| 0.000000| 0.018457| 0.000000| 0.000000
 3110.0| 0.019428| 0.000000| 0.019428| 0.000000| 0.000000
 3115.0| 0.020448| 0.000000| 0.020448| 0.000000| 0.000000
 3120.0| 0.021521| 0.000000| 0.021521| 0.000000| 0.000000
 3125.0| 0.022649| 0.000000| 0.022649| 0.000000| 0.000000
 3130.0| 0.023835| 0.000000| 0.023835| 0.000000| 0.000000
 3135.0| 0.025083| 0.000000| 0.025083| 0.000000| 0.000000
 3140.0| 0.026394| 0.000000| 0.026394| 0.000000| 0.000000
 3145.0| 0.027773| 0.000000| 0.027773| 0.000000| 0.000000
 3150.0| 0.029221| 0.000000| 0.029221| 0.000000| 0.000000
 3155.0| 0.030734| 0.000000| 0.030734| 0.000000| 0.000000
 3160.0| 0.050722| 0.022586| 0.032280| 0.069163| 0.000000
 3165.0| 0.051555| 0.021724| 0.033817| 0.069292| 0.000000
 3170.0| 0.052030| 0.020485| 0.035304| 0.068756| 0.000000
 3175.0| 0.051736| 0.018413| 0.036701| 0.066770| 0.000000
 3180.0| 0.050023| 0.014765| 0.037968| 0.062079| 0.000000
 3185.0| 0.046740| 0.009403| 0.039062| 0.054417| 0.000000
 3190.0| 0.043946| 0.004901| 0.039944| 0.047947| 0.000000
 3195.0| 0.043424| 0.003491| 0.040574| 0.046274| 0.000000
 3200.0| 0.046352| 0.000000| 0.000000| 0.046352| 0.000000
 3205.0| 0.045139| 0.000000| 0.000000| 0.045139| 0.000000
 3210.0| 0.046260| 0.000000| 0.000000| 0.046260| 0.000000
 3215.0| 0.052218| 0.000000| 0.000000| 0.052218| 0.000000
 3220.0| 0.054345| 0.000000| 0.000000| 0.054345| 0.000000
 3225.0| 0.044617| 0.000000| 0.000000| 0.044617| 0.000000
 3230.0| 0.028773| 0.000000| 0.000000| 0.028773| 0.000000
 3235.0| 0.016031| 0.000000| 0.000000| 0.016031| 0.000000
 3240.0| 0.015768| 0.000000| 0.000000| 0.015768| 0.000000
 3245.0| 0.032801| 0.000000| 0.000000| 0.032801| 0.000000
 3250.0| 0.053537| 0.000000| 0.000000| 0.053537| 0.000000
 3255.0| 0.063707| 0.000000| 0.000000| 0.063707| 0.000000
 3260.0| 0.064741| 0.000000| 0.000000| 0.064741| 0.000000
 3265.0| 0.061938| 0.000000| 0.000000| 0.061938| 0.000000
 3270.0| 0.060381| 0.000000| 0.000000| 0.060381| 0.000000
 3275.0| 0.063606| 0.000000| 0.000000| 0.063606| 0.000000
 3280.0| 0.069180| 0.000000| 0.000000| 0.069180| 0.000000
 3285.0| 0.073697| 0.000000| 0.000000| 0.073697| 0.000000
 3290.0| 0.075820| 0.000000| 0.000000| 0.075820| 0.000000
 3295.0| 0.074739| 0.000000| 0.000000| 0.074739| 0.000000
 3300.0| 0.069668| 0.000000| 0.000000| 0.069668| 0.000000
 3305.0| 0.061823| 0.000000| 0.000000| 0.061823| 0.000000
 3310.0| 0.060378| 0.000000| 0.000000| 0.060378| 0.000000
 3315.0| 0.071663| 0.000000| 0.000000| 0.071663| 0.000000
 3320.0| 0.082671| 0.000000| 0.000000| 0.082671| 0.000000
 3325.0| 0.081112| 0.000000| 0.000000| 0.081112| 0.000000
 3330.0| 0.076896| 0.000000| 0.000000| 0.076896| 0.000000
 3335.0| 0.081259| 0.000000| 0.000000| 0.081259| 0.000000
 3340.0| 0.088534| 0.000000| 0.000000| 0.088534| 0.000000
 3345.0| 0.090494| 0.000000| 0.000000| 0.090494| 0.000000
 3350.0| 0.085565| 0.000000| 0.000000| 0.085565| 0.000000
 3355.0| 0.075504| 0.000000| 0.000000| 0.075504| 0.000000
 3360.0| 0.068735| 0.000000| 0.000000| 0.068735| 0.000000
 3365.0| 0.071884| 0.000000| 0.000000| 0.071884| 0.000000
 3370.0| 0.077697| 0.000000| 0.000000| 0.077697| 0.000000
 3375.0| 0.078661| 0.000000| 0.000000| 0.078661| 0.000000
 3380.0| 0.080090| 0.000000| 0.000000| 0.080090| 0.000000
 3385.0| 0.087817| 0.000000| 0.000000| 0.087817| 0.000000
 3390.0| 0.096907| 0.000000| 0.000000| 0.096907| 0.000000
 3395.0| 0.101159| 0.000000| 0.000000| 0.101159| 0.000000
 3400.0| 0.100055| 0.000000| 0.000000| 0.100055| 0.000000
 3405.0| 0.095386| 0.000000| 0.000000| 0.095386| 0.000000
 3410.0| 0.092500| 0.000000| 0.000000| 0.092500| 0.000000
 3415.0| 0.095225| 0.000000| 0.000000| 0.095225| 0.000000
 3420.0| 0.097754| 0.000000| 0.000000| 0.097754| 0.000000
 3425.0| 0.094428| 0.000000| 0.000000| 0.094428| 0.000000
 3430.0| 0.089807| 0.000000| 0.000000| 0.089807| 0.000000
 3435.0| 0.088681| 0.000000| 0.000000| 0.088681| 0.000000
 3440.0| 0.086532| 0.000000| 0.000000| 0.086532| 0.000000
 3445.0| 0.079484| 0.000000| 0.000000| 0.079484| 0.000000
 3450.0| 0.075541| 0.000000| 0.000000| 0.075541| 0.000000
 3455.0| 0.081735| 0.000000| 0.000000| 0.081735| 0.000000
 3460.0| 0.089340| 0.000000| 0.000000| 0.089340| 0.000000
 3465.0| 0.089402| 0.000000| 0.000000| 0.089402| 0.000000
 3470.0| 0.087796| 0.000000| 0.000000| 0.087796| 0.000000
 3475.0| 0.091031| 0.000000| 0.000000| 0.091031| 0.000000
 3480.0| 0.093293| 0.000000| 0.000000| 0.093293| 0.000000
 3485.0| 0.089132| 0.000000| 0.000000| 0.089132| 0.000000
 3490.0| 0.086864| 0.000000| 0.000000| 0.086864| 0.000000
 3495.0| 0.094450| 0.000000| 0.000000| 0.094450| 0.000000
 3500.0| 0.104659| 0.000000| 0.000000| 0.104659| 0.000000
 3505.0| 0.108555| 0.000000| 0.000000| 0.108555| 0.000000
 3510.0| 0.105561| 0.000000| 0.000000| 0.105561| 0.000000
 3515.0| 0.098549| 0.000000| 0.000000| 0.098549| 0.000000
 3520.0| 0.095816| 0.000000| 0.000000| 0.095816| 0.000000
 3525.0| 0.103803| 0.000000| 0.000000| 0.103803| 0.000000
 3530.0| 0.116101| 0.000000| 0.000000| 0.116101| 0.000000
 3535.0| 0.124795| 0.000000| 0.000000| 0.124795| 0.000000
 3540.0| 0.128793| 0.000000| 0.000000| 0.128793| 0.000000
 3545.0| 0.128229| 0.000000| 0.000000| 0.128229| 0.000000
 3550.0| 0.121318| 0.000000| 0.000000| 0.121318| 0.000000
 3555.0| 0.107537| 0.000000| 0.000000| 0.107537| 0.000000
 3560.0| 0.093334| 0.000000| 0.000000| 0.093334| 0.000000
 3565.0| 0.084860| 0.000000| 0.000000| 0.084860| 0.000000
 3570.0| 0.080118| 0.000000| 0.000000| 0.080118| 0.000000
 3575.0| 0.076254| 0.000000| 0.000000| 0.076254| 0.000000
 3580.0| 0.075127| 0.000000| 0.000000| 0.075127| 0.000000
 3585.0| 0.078442| 0.000000| 0.000000| 0.078442| 0.000000
 3590.0| 0.082584| 0.000000| 0.000000| 0.082584| 0.000000
 3595.0| 0.083734| 0.000000| 0.000000| 0.083734| 0.000000
 3600.0| 0.082571| 0.000000| 0.000000| 0.082571| 0.000000
 3605.0| 0.081295| 0.000000| 0.000000| 0.081295| 0.000000
 3610.0| 0.083663| 0.000000| 0.000000| 0.083663| 0.000000
 3615.0| 0.091744| 0.000000| 0.000000| 0.091744| 0.000000
 3620.0| 0.099288| 0.000000| 0.000000| 0.099288| 0.000000
 3625.0| 0.100292| 0.000000| 0.000000| 0.100292| 0.000000
 3630.0| 0.098063| 0.000000| 0.000000| 0.098063| 0.000000
 3635.0| 0.097394| 0.000000| 0.000000| 0.097394| 0.000000
 3640.0| 0.099723| 0.000000| 0.000000| 0.099723| 0.000000
 3645.0| 0.105797| 0.000000| 0.000000| 0.105797| 0.000000
 3650.0| 0.116948| 0.000000| 0.000000| 0.116948| 0.000000
 3655.0| 0.132261| 0.000000| 0.000000| 0.132261| 0.000000
 3660.0| 0.141259| 0.000000| 0.000000| 0.141259| 0.000000
 3665.0| 0.135113| 0.000000| 0.000000| 0.135113| 0.000000
 3670.0| 0.121158| 0.000000| 0.000000| 0.121158| 0.000000
 3675.0| 0.109586| 0.000000| 0.000000| 0.109586| 0.000000
 3680.0| 0.105871| 0.000000| 0.000000| 0.105871| 0.000000
 3685.0| 0.111740| 0.000000| 0.000000| 0.111740| 0.000000
 3690.0| 0.118641| 0.000000| 0.000000| 0.118641| 0.000000
 3695.0| 0.118243| 0.000000| 0.000000| 0.118243| 0.000000
 3700.0| 0.113366| 0.000000| 0.000000| 0.113366| 0.000000
 3705.0| 0.108545| 0.000000| 0.000000| 0.108545| 0.000000
 3710.0| 0.104040| 0.000000| 0.000000| 0.104040| 0.000000
 3715.0| 0.099339| 0.000000| 0.000000| 0.099339| 0.000000
 3720.0| 0.095105| 0.000000| 0.000000| 0.095105| 0.000000
 3725.0| 0.091596| 0.000000| 0.000000| 0.091596| 0.000000
 3730.0| 0.086284| 0.000000| 0.000000| 0.086284| 0.000000
 3735.0| 0.078162| 0.000000| 0.000000| 0.078162| 0.000000
 3740.0| 0.075103| 0.000000| 0.000000| 0.075103| 0.000000
 3745.0| 0.083033| 0.000000| 0.000000| 0.083033| 0.000000
 3750.0| 0.091211| 0.000000| 0.000000| 0.091211| 0.000000
 3755.0| 0.090047| 0.000000| 0.000000| 0.090047| 0.000000
 3760.0| 0.091216| 0.000000| 0.000000| 0.091216| 0.000000
 3765.0| 0.106254| 0.000000| 0.000000| 0.106254| 0.000000
 3770.0| 0.124899| 0.000000| 0.000000| 0.124899| 0.000000
 3775.0| 0.134484| 0.000000| 0.000000| 0.134484| 0.000000
 3780.0| 0.134532| 0.000000| 0.000000| 0.134532| 0.000000
 3785.0| 0.128374| 0.000000| 0.000000| 0.128374| 0.000000
 3790.0| 0.122380| 0.000000| 0.000000| 0.122380| 0.000000
 3795.0| 0.121662| 0.000000| 0.000000| 0.121662| 0.000000
 3800.0| 0.123274| 0.000000| 0.000000| 0.123274| 0.000000
 3805.0| 0.122708| 0.000000| 0.000000| 0.122708| 0.000000
 3810.0| 0.117284| 0.000000| 0.000000| 0.117284| 0.000000
 3815.0| 0.106229| 0.000000| 0.000000| 0.106229| 0.000000
 3820.0| 0.094578| 0.000000| 0.000000| 0.094578| 0.000000
 3825.0| 0.088124| 0.000000| 0.000000| 0.088124| 0.000000
 3830.0| 0.089878| 0.000000| 0.000000| 0.089878| 0.000000
 3835.0| 0.100324| 0.000000| 0.000000| 0.100324| 0.000000
 3840.0| 0.112643| 0.000000| 0.000000| 0.112643| 0.000000
 3845.0| 0.119424| 0.000000| 0.000000| 0.119424| 0.000000
 3850.0| 0.118225| 0.000000| 0.000000| 0.118225| 0.000000
 3855.0| 0.110309| 0.000000| 0.000000| 0.110309| 0.000000
 3860.0| 0.106795| 0.000000| 0.000000| 0.106795| 0.000000
 3865.0| 0.115070| 0.000000| 0.000000| 0.115070| 0.000000
 3870.0| 0.117719| 0.000000| 0.000000| 0.117719| 0.000000
 3875.0| 0.100400| 0.000000| 0.000000| 0.100400| 0.000000
 3880.0| 0.085852| 0.000000| 0.000000| 0.085852| 0.000000
 3885.0| 0.096498| 0.000000| 0.000000| 0.096498| 0.000000
 3890.0| 0.116397| 0.000000| 0.000000| 0.116397| 0.000000
 3895.0| 0.125878| 0.000000| 0.000000| 0.125878| 0.000000
 3900.0| 0.128693| 0.000000| 0.000000| 0.128693| 0.000000
 3905.0| 0.131843| 0.000000| 0.000000| 0.131843| 0.000000
 3910.0| 0.131884| 0.000000| 0.000000| 0.131884| 0.000000
 3915.0| 0.125086| 0.000000| 0.000000| 0.125086| 0.000000
 3920.0| 0.117025| 0.000000| 0.000000| 0.117025| 0.000000
 3925.0| 0.114014| 0.000000| 0.000000| 0.114014| 0.000000
 3930.0| 0.116038| 0.000000| 0.000000| 0.116038| 0.000000
 3935.0| 0.121029| 0.000000| 0.000000| 0.121029| 0.000000
 3940.0| 0.125072| 0.000000| 0.000000| 0.125072| 0.000000
 3945.0| 0.125170| 0.000000| 0.000000| 0.125170| 0.000000
 3950.0| 0.123866| 0.000000| 0.000000| 0.123866| 0.000000
 3955.0| 0.124943| 0.000000| 0.000000| 0.124943| 0.000000
 3960.0| 0.131590| 0.000000| 0.000000| 0.131590| 0.000000
 3965.0| 0.145343| 0.000000| 0.000000| 0.145343| 0.000000
 3970.0| 0.161702| 0.000000| 0.000000| 0.161702| 0.000000
 3975.0| 0.176117| 0.000000| 0.000000| 0.176117| 0.000000
 3980.0| 0.189872| 0.000000| 0.000000| 0.189872| 0.000000
 3985.0| 0.204696| 0.000000| 0.000000| 0.204696| 0.000000
 3990.0| 0.218265| 0.000000| 0.000000| 0.218265| 0.000000
 3995.0| 0.228015| 0.000000| 0.000000| 0.228015| 0.000000
 4000.0| 0.234477| 0.000000| 0.000000| 0.234477| 0.000000
 4005.0| 0.239300| 0.000000| 0.000000| 0.239300| 0.000000
 4010.0| 0.245503| 0.000000| 0.000000| 0.245503| 0.000000
 4015.0| 0.254623| 0.000000| 0.000000| 0.254623| 0.000000
 4020.0| 0.260878| 0.000000| 0.000000| 0.260878| 0.000000
 4025.0| 0.258482| 0.000000| 0.000000| 0.258482| 0.000000
 4030.0| 0.248932| 0.000000| 0.000000| 0.248932| 0.000000
 4035.0| 0.237436| 0.000000| 0.000000| 0.237436| 0.000000
 4040.0| 0.236747| 0.000000| 0.000000| 0.236747| 0.000000
 4045.0| 0.254974| 0.000000| 0.000000| 0.254974| 0.000000
 4050.0| 0.274081| 0.000000| 0.000000| 0.274081| 0.000000
 4055.0| 0.276246| 0.000000| 0.000000| 0.276246| 0.000000
 4060.0| 0.270633| 0.000000| 0.000000| 0.270633| 0.000000
 4065.0| 0.270072| 0.000000| 0.000000| 0.270072| 0.000000
 4070.0| 0.275050| 0.000000| 0.000000| 0.275050| 0.000000
 4075.0| 0.283788| 0.000000| 0.000000| 0.283788| 0.000000
 4080.0| 0.297782| 0.000000| 0.000000| 0.297782| 0.000000
 4085.0| 0.315919| 0.000000| 0.000000| 0.315919| 0.000000
 4090.0| 0.323392| 0.000000| 0.000000| 0.323392| 0.000000
 4095.0| 0.309245| 0.000000| 0.000000| 0.309245| 0.000000
 4100.0| 0.291625| 0.000000| 0.000000| 0.291625| 0.000000
 4105.0| 0.289692| 0.000000| 0.000000| 0.289692| 0.000000
 4110.0| 0.297548| 0.000000| 0.000000| 0.297548| 0.000000
 4115.0| 0.305378| 0.000000| 0.000000| 0.305378| 0.000000
 4120.0| 0.312754| 0.000000| 0.000000| 0.312754| 0.000000
 4125.0| 0.319954| 0.000000| 0.000000| 0.319954| 0.000000
 4130.0| 0.320708| 0.000000| 0.000000| 0.320708| 0.000000
 4135.0| 0.311100| 0.000000| 0.000000| 0.311100| 0.000000
 4140.0| 0.303178| 0.000000| 0.000000| 0.303178| 0.000000
 4145.0| 0.308199| 0.000000| 0.000000| 0.308199| 0.000000
 4150.0| 0.318294| 0.000000| 0.000000| 0.318294| 0.000000
 4155.0| 0.323249| 0.000000| 0.000000| 0.323249| 0.000000
 4160.0| 0.322598| 0.000000| 0.000000| 0.322598| 0.000000
 4165.0| 0.318529| 0.000000| 0.000000| 0.318529| 0.000000
 4170.0| 0.314088| 0.000000| 0.000000| 0.314088| 0.000000
 4175.0| 0.311862| 0.000000| 0.000000| 0.311862| 0.000000
 4180.0| 0.311761| 0.000000| 0.000000| 0.311761| 0.000000
 4185.0| 0.312736| 0.000000| 0.000000| 0.312736| 0.000000
 4190.0| 0.312575| 0.000000| 0.000000| 0.312575| 0.000000
 4195.0| 0.310225| 0.000000| 0.000000| 0.310225| 0.000000
 4200.0| 0.310434| 0.000000| 0.000000| 0.310434| 0.000000
 4205.0| 0.314270| 0.000000| 0.000000| 0.314270| 0.000000
 4210.0| 0.302290| 0.000000| 0.000000| 0.302290| 0.000000
 4215.0| 0.259543| 0.000000| 0.000000| 0.259543| 0.000000
 4220.0| 0.209533| 0.000000| 0.000000| 0.209533| 0.000000
 4225.0| 0.181265| 0.000000| 0.000000| 0.181265| 0.000000
 4230.0| 0.187270| 0.000000| 0.000000| 0.187270| 0.000000
 4235.0| 0.227236| 0.000000| 0.000000| 0.227236| 0.000000
 4240.0| 0.265947| 0.000000| 0.000000| 0.265947| 0.000000
 4245.0| 0.272550| 0.000000| 0.000000| 0.272550| 0.000000
 4250.0| 0.268529| 0.000000| 0.000000| 0.268529| 0.000000
 4255.0| 0.279617| 0.000000| 0.000000| 0.279617| 0.000000
 4260.0| 0.296189| 0.000000| 0.000000| 0.296189| 0.000000
 4265.0| 0.303077| 0.000000| 0.000000| 0.303077| 0.000000
 4270.0| 0.298283| 0.000000| 0.000000| 0.298283| 0.000000
 4275.0| 0.285518| 0.000000| 0.000000| 0.285518| 0.000000
 4280.0| 0.278158| 0.000000| 0.000000| 0.278158| 0.000000
 4285.0| 0.285944| 0.000000| 0.000000| 0.285944| 0.000000
 4290.0| 0.294412| 0.000000| 0.000000| 0.294412| 0.000000
 4295.0| 0.290548| 0.000000| 0.000000| 0.290548| 0.000000
 4300.0| 0.291328| 0.000000| 0.000000| 0.291328| 0.000000
 4305.0| 0.314221| 0.000000| 0.000000| 0.314221| 0.000000
 4310.0| 0.348657| 0.000000| 0.000000| 0.348657| 0.000000
 4315.0| 0.378811| 0.000000| 0.000000| 0.378811| 0.000000
 4320.0| 0.395872| 0.000000| 0.000000| 0.395872| 0.000000
 4325.0| 0.397532| 0.000000| 0.000000| 0.397532| 0.000000
 4330.0| 0.400505| 0.000000| 0.000000| 0.400505| 0.000000
 4335.0| 0.418517| 0.000000| 0.000000| 0.418517| 0.000000
 4340.0| 0.434333| 0.000000| 0.000000| 0.434333| 0.000000
 4345.0| 0.431093| 0.000000| 0.000000| 0.431093| 0.000000
 4350.0| 0.424414| 0.000000| 0.000000| 0.424414| 0.000000
 4355.0| 0.431399| 0.000000| 0.000000| 0.431399| 0.000000
 4360.0| 0.442645| 0.000000| 0.000000| 0.442645| 0.000000
 4365.0| 0.444225| 0.000000| 0.000000| 0.444225| 0.000000
 4370.0| 0.430655| 0.000000| 0.000000| 0.430655| 0.000000
 4375.0| 0.404452| 0.000000| 0.000000| 0.404452| 0.000000
 4380.0| 0.391714| 0.000000| 0.000000| 0.391714| 0.000000
 4385.0| 0.412260| 0.000000| 0.000000| 0.412260| 0.000000
 4390.0| 0.437214| 0.000000| 0.000000| 0.437214| 0.000000
 4395.0| 0.437240| 0.000000| 0.000000| 0.437240| 0.000000
 4400.0| 0.429867| 0.000000| 0.000000| 0.429867| 0.000000
 4405.0| 0.437204| 0.000000| 0.000000| 0.437204| 0.000000
 4410.0| 0.452830| 0.000000| 0.000000| 0.452830| 0.000000
 4415.0| 0.464579| 0.000000| 0.000000| 0.464579| 0.000000
 4420.0| 0.465839| 0.000000| 0.000000| 0.465839| 0.000000
 4425.0| 0.456745| 0.000000| 0.000000| 0.456745| 0.000000
 4430.0| 0.458889| 0.000000| 0.000000| 0.458889| 0.000000
 4435.0| 0.487374| 0.000000| 0.000000| 0.487374| 0.000000
 4440.0| 0.509923| 0.000000| 0.000000| 0.509923| 0.000000
 4445.0| 0.496697| 0.000000| 0.000000| 0.496697| 0.000000
 4450.0| 0.475014| 0.000000| 0.000000| 0.475014| 0.000000
 4455.0| 0.478770| 0.000000| 0.000000| 0.478770| 0.000000
 4460.0| 0.511013| 0.000000| 0.000000| 0.511013| 0.000000
 4465.0| 0.562653| 0.000000| 0.000000| 0.562653| 0.000000
 4470.0| 0.606867| 0.000000| 0.000000| 0.606867| 0.000000
 4475.0| 0.621810| 0.000000| 0.000000| 0.621810| 0.000000
 4480.0| 0.623270| 0.000000| 0.000000| 0.623270| 0.000000
 4485.0| 0.630497| 0.000000| 0.000000| 0.630497| 0.000000
 4490.0| 0.638949| 0.000000| 0.000000| 0.638949| 0.000000
 4495.0| 0.642163| 0.000000| 0.000000| 0.642163| 0.000000
 4500.0| 0.649783| 0.000000| 0.000000| 0.649783| 0.000000
 4505.0| 0.668926| 0.000000| 0.000000| 0.668926| 0.000000
 4510.0| 0.680505| 0.000000| 0.000000| 0.680505| 0.000000
 4515.0| 0.665283| 0.000000| 0.000000| 0.665283| 0.000000
 4520.0| 0.629649| 0.000000| 0.000000| 0.629649| 0.000000
 4525.0| 0.588344| 0.000000| 0.000000| 0.588344| 0.000000
 4530.0| 0.563918| 0.000000| 0.000000| 0.563918| 0.000000
 4535.0| 0.574085| 0.000000| 0.000000| 0.574085| 0.000000
 4540.0| 0.609423| 0.000000| 0.000000| 0.609423| 0.000000
 4545.0| 0.654625| 0.000000| 0.000000| 0.654625| 0.000000
 4550.0| 0.697983| 0.000000| 0.000000| 0.697983| 0.000000
 4555.0| 0.730149| 0.000000| 0.000000| 0.730149| 0.000000
 4560.0| 0.747623| 0.000000| 0.000000| 0.747623| 0.000000
 4565.0| 0.750460| 0.000000| 0.000000| 0.750460| 0.000000
 4570.0| 0.747116| 0.000000| 0.000000| 0.747116| 0.000000
 4575.0| 0.745924| 0.000000| 0.000000| 0.745924| 0.000000
 4580.0| 0.746332| 0.000000| 0.000000| 0.746332| 0.000000
 4585.0| 0.746341| 0.000000| 0.000000| 0.746341| 0.000000
 4590.0| 0.747052| 0.000000| 0.000000| 0.747052| 0.000000
 4595.0| 0.751061| 0.000000| 0.000000| 0.751061| 0.000000
 4600.0| 0.763841| 0.000000| 0.000000| 0.763841| 0.000000
 4605.0| 0.786917| 0.000000| 0.000000| 0.786917| 0.000000
 4610.0| 0.803137| 0.000000| 0.000000| 0.803137| 0.000000
 4615.0| 0.798522| 0.000000| 0.000000| 0.798522| 0.000000
 4620.0| 0.790477| 0.000000| 0.000000| 0.790477| 0.000000
 4625.0| 0.796009| 0.000000| 0.000000| 0.796009| 0.000000
 4630.0| 0.799172| 0.000000| 0.000000| 0.799172| 0.000000
 4635.0| 0.783388| 0.000000| 0.000000| 0.783388| 0.000000
 4640.0| 0.762515| 0.000000| 0.000000| 0.762515| 0.000000
 4645.0| 0.753369| 0.000000| 0.000000| 0.753369| 0.000000
 4650.0| 0.754171| 0.000000| 0.000000| 0.754171| 0.000000
 4655.0| 0.758614| 0.000000| 0.000000| 0.758614| 0.000000
 4660.0| 0.760897| 0.000000| 0.000000| 0.760897| 0.000000
 4665.0| 0.757417| 0.000000| 0.000000| 0.757417| 0.000000
 4670.0| 0.752882| 0.000000| 0.000000| 0.752882| 0.000000
 4675.0| 0.753094| 0.000000| 0.000000| 0.753094| 0.000000
 4680.0| 0.759937| 0.000000| 0.000000| 0.759937| 0.000000
 4685.0| 0.771487| 0.000000| 0.000000| 0.771487| 0.000000
 4690.0| 0.774529| 0.000000| 0.000000| 0.774529| 0.000000
 4695.0| 0.759668| 0.000000| 0.000000| 0.759668| 0.000000
 4700.0| 0.744084| 0.000000| 0.000000| 0.744084| 0.000000
 4705.0| 0.745428| 0.000000| 0.000000| 0.745428| 0.000000
 4710.0| 0.756656| 0.000000| 0.000000| 0.756656| 0.000000
 4715.0| 0.765978| 0.000000| 0.000000| 0.765978| 0.000000
 4720.0| 0.767303| 0.000000| 0.000000| 0.767303| 0.000000
 4725.0| 0.758291| 0.000000| 0.000000| 0.758291| 0.000000
 4730.0| 0.745889| 0.000000| 0.000000| 0.745889| 0.000000
 4735.0| 0.737685| 0.000000| 0.000000| 0.737685| 0.000000
 4740.0| 0.734531| 0.000000| 0.000000| 0.734531| 0.000000
 4745.0| 0.733112| 0.000000| 0.000000| 0.733112| 0.000000
 4750.0| 0.720194| 0.000000| 0.000000| 0.720194| 0.000000
 4755.0| 0.686014| 0.000000| 0.000000| 0.686014| 0.000000
 4760.0| 0.644627| 0.000000| 0.000000| 0.644627| 0.000000
 4765.0| 0.612890| 0.000000| 0.000000| 0.612890| 0.000000
 4770.0| 0.595034| 0.000000| 0.000000| 0.595034| 0.000000
 4775.0| 0.591319| 0.000000| 0.000000| 0.591319| 0.000000
 4780.0| 0.598731| 0.000000| 0.000000| 0.598731| 0.000000
 4785.0| 0.614090| 0.000000| 0.000000| 0.614090| 0.000000
 4790.0| 0.636829| 0.000000| 0.000000| 0.636829| 0.000000
 4795.0| 0.665858| 0.000000| 0.000000| 0.665858| 0.000000
 4800.0| 0.695381| 0.000000| 0.000000| 0.695381| 0.000000
 4805.0| 0.718485| 0.000000| 0.000000| 0.718485| 0.000000
 4810.0| 0.728513| 0.000000| 0.000000| 0.728513| 0.000000
 4815.0| 0.721673| 0.000000| 0.000000| 0.721673| 0.000000
 4820.0| 0.705386| 0.000000| 0.000000| 0.705386| 0.000000
 4825.0| 0.689263| 0.000000| 0.000000| 0.689263| 0.000000
 4830.0| 0.680465| 0.000000| 0.000000| 0.680465| 0.000000
 4835.0| 0.684046| 0.000000| 0.000000| 0.684046| 0.000000
 4840.0| 0.699075| 0.000000| 0.000000| 0.699075| 0.000000
 4845.0| 0.720818| 0.000000| 0.000000| 0.720818| 0.000000
 4850.0| 0.735302| 0.000000| 0.000000| 0.735302| 0.000000
 4855.0| 0.731432| 0.000000| 0.000000| 0.731432| 0.000000
 4860.0| 0.718850| 0.000000| 0.000000| 0.718850| 0.000000
 4865.0| 0.709038| 0.000000| 0.000000| 0.709038| 0.000000
 4870.0| 0.700095| 0.000000| 0.000000| 0.700095| 0.000000
 4875.0| 0.688950| 0.000000| 0.000000| 0.688950| 0.000000
 4880.0| 0.681245| 0.000000| 0.000000| 0.681245| 0.000000
 4885.0| 0.683724| 0.000000| 0.000000| 0.683724| 0.000000
 4890.0| 0.698841| 0.000000| 0.000000| 0.698841| 0.000000
 4895.0| 0.724057| 0.000000| 0.000000| 0.724057| 0.000000
 4900.0| 0.741150| 0.000000| 0.000000| 0.741150| 0.000000
 4905.0| 0.735936| 0.000000| 0.000000| 0.735936| 0.000000
 4910.0| 0.726053| 0.000000| 0.000000| 0.726053| 0.000000
 4915.0| 0.730833| 0.000000| 0.000000| 0.730833| 0.000000
 4920.0| 0.744548| 0.000000| 0.000000| 0.744548| 0.000000
 4925.0| 0.757177| 0.000000| 0.000000| 0.757177| 0.000000
 4930.0| 0.766565| 0.000000| 0.000000| 0.766565| 0.000000
 4935.0| 0.772323| 0.000000| 0.000000| 0.772323| 0.000000
 4940.0| 0.773272| 0.000000| 0.000000| 0.773272| 0.000000
 4945.0| 0.767340| 0.000000| 0.000000| 0.767340| 0.000000
 4950.0| 0.749673| 0.000000| 0.000000| 0.749673| 0.000000
 4955.0| 0.720076| 0.000000| 0.000000| 0.720076| 0.000000
 4960.0| 0.699768| 0.000000| 0.000000| 0.699768| 0.000000
 4965.0| 0.705613| 0.000000| 0.000000| 0.705613| 0.000000
 4970.0| 0.715633| 0.000000| 0.000000| 0.715633| 0.000000
 4975.0| 0.706065| 0.000000| 0.000000| 0.706065| 0.000000
 4980.0| 0.684856| 0.000000| 0.000000| 0.684856| 0.000000
 4985.0| 0.666042| 0.000000| 0.000000| 0.666042| 0.000000
 4990.0| 0.656289| 0.000000| 0.000000| 0.656289| 0.000000
